"","value"
"157",1.7869
"158",1.7869
"159",1.7869
"160",1.7869
"161",1.7869
"162",1.7869
"163",1.7869
"164",1.7869
"165",1.7965
"166",1.7965
"167",1.7965
"168",1.7965
"169",1.7965
"170",1.9309
"171",1.9309
"172",1.9309
"173",1.9309
"174",1.9309
"175",1.9309
"176",1.9406
"177",1.9406
"178",1.9406
"179",1.9406
"180",1.9406
"181",1.9406
"182",1.9406
"183",1.9406
"184",1.9406
"185",1.9502
"186",1.9502
"187",1.9502
"188",1.9502
"189",1.9502
"190",1.9502
"191",1.9502
"192",1.9502
"193",1.9502
"194",1.9502
"195",1.9502
"196",1.9502
"197",1.9502
"198",1.9502
"199",1.9502
"200",1.9598
"201",1.9598
"202",1.9598
"203",1.9598
"204",1.9598
"205",1.9598
"206",1.9598
"207",1.9598
"208",1.9598
"209",1.9598
"210",1.9598
"211",1.9598
"212",1.9598
"213",1.9598
"214",1.9598
"215",1.9598
"216",1.9598
"217",1.9598
"218",1.9598
"219",1.9598
"220",1.9598
"221",1.9598
"222",1.9598
"223",1.9598
"224",1.9598
"225",1.9598
"226",1.9598
"227",1.9598
"228",1.9598
"229",1.9694
"230",1.9694
"231",1.9694
"232",1.9694
"233",1.9694
"234",1.9694
"235",1.9694
"236",1.9694
"237",1.9694
"238",1.9694
"239",1.9694
"240",1.9694
"241",1.9694
"242",1.9694
"243",1.9694
"244",1.9694
"245",1.9694
"246",1.9694
"247",1.9694
"248",1.9694
"249",1.9694
"250",1.9694
"251",1.9694
"252",1.9694
"253",1.9694
"254",1.9694
"255",1.9694
"256",1.9694
"257",1.9694
"258",1.9694
"259",1.9694
"260",1.9694
"261",1.9694
"262",1.9694
"263",1.9694
"264",1.9694
"265",1.9694
"266",1.9694
"267",1.9694
"268",1.9694
"269",1.9694
"270",1.9694
"271",1.9694
"272",1.9694
"273",1.979
"274",1.979
"275",1.979
"276",1.979
"277",1.979
"278",1.979
"279",1.979
"280",1.979
"281",1.979
"282",1.979
"283",1.979
"284",1.979
"285",1.979
"286",1.979
"287",1.979
"288",1.979
"289",1.979
"290",1.979
"291",1.979
"292",1.979
"293",1.979
"294",1.979
"295",1.979
"296",1.979
"297",1.979
"298",1.979
"299",1.979
"300",1.979
"301",1.979
"302",1.979
"303",1.979
"304",1.979
"305",1.979
"306",1.979
"307",1.979
"308",1.979
"309",1.979
"310",1.979
"311",1.979
"312",1.979
"313",1.979
"314",1.979
"315",1.979
"316",1.979
"317",1.979
"318",1.979
"319",1.979
"320",1.979
"321",1.979
"322",1.979
"323",1.979
"324",1.979
"325",1.9886
"326",1.9886
"327",1.9886
"328",1.9886
"329",1.9886
"330",1.9886
"331",1.9886
"332",1.9886
"333",1.9886
"334",1.9886
"335",1.9886
"336",1.9886
"337",1.9886
"338",1.9886
"339",1.9886
"340",1.9886
"341",1.9886
"342",1.9886
"343",1.9886
"344",1.9886
"345",1.9886
"346",1.9886
"347",1.9886
"348",1.9886
"349",1.9886
"350",1.9886
"351",1.9886
"352",1.9886
"353",1.9886
"354",1.9886
"355",1.9886
"356",1.9886
"357",1.9886
"358",1.9886
"359",1.9886
"360",1.9886
"361",1.9886
"362",1.9886
"363",1.9886
"364",1.9886
"365",1.9886
"366",1.9886
"367",1.9886
"368",1.9886
"369",1.9886
"370",1.9886
"371",1.9886
"372",1.9886
"373",1.9886
"374",1.9886
"375",1.9886
"376",1.9886
"377",1.9886
"378",1.9886
"379",1.9886
"380",1.9886
"381",1.9982
"382",1.9982
"383",1.9982
"384",1.9982
"385",1.9982
"386",1.9982
"387",1.9982
"388",1.9982
"389",1.9982
"390",1.9982
"391",1.9982
"392",1.9982
"393",1.9982
"394",1.9982
"395",1.9982
"396",1.9982
"397",1.9982
"398",1.9982
"399",1.9982
"400",1.9982
"401",1.9982
"402",1.9982
"403",1.9982
"404",1.9982
"405",1.9982
"406",1.9982
"407",1.9982
"408",1.9982
"409",1.9982
"410",1.9982
"411",1.9982
"412",1.9982
"413",1.9982
"414",1.9982
"415",1.9982
"416",1.9982
"417",1.9982
"418",1.9982
"419",1.9982
"420",1.9982
"421",1.9982
"422",1.9982
"423",1.9982
"424",1.9982
"425",1.9982
"426",1.9982
"427",1.9982
"428",1.9982
"429",1.9982
"430",1.9982
"431",2.0078
"432",2.0078
"433",2.0078
"434",2.0078
"435",2.0078
"436",2.0078
"437",2.0078
"438",2.0078
"439",2.0078
"440",2.0078
"441",2.0078
"442",2.0078
"443",2.0078
"444",2.0078
"445",2.0078
"446",2.0078
"447",2.0078
"448",2.0078
"449",2.0078
"450",2.0078
"451",2.0078
"452",2.0078
"453",2.0078
"454",2.0078
"455",2.0078
"456",2.0078
"457",2.0078
"458",2.0078
"459",2.0078
"460",2.0078
"461",2.0078
"462",2.0078
"463",2.0078
"464",2.0078
"465",2.0078
"466",2.0078
"467",2.0078
"468",2.0078
"469",2.0078
"470",2.0174
"471",2.0174
"472",2.0174
"473",2.0174
"474",2.0174
"475",2.0174
"476",2.0174
"477",2.0174
"478",2.0174
"479",2.0174
"480",2.0174
"481",2.0174
"482",2.0174
"483",2.0174
"484",2.0174
"485",2.0174
"486",2.0174
"487",2.0174
"488",2.0174
"489",2.0174
"490",2.0174
"491",2.0174
"492",2.0174
"493",2.0174
"494",2.0174
"495",2.0174
"496",2.0174
"497",2.0174
"498",2.0174
"499",2.027
"500",2.027
"501",2.027
"502",2.027
"503",2.027
"504",2.027
"505",2.027
"506",2.027
"507",2.027
"508",2.027
"509",2.027
"510",2.027
"511",2.027
"512",2.027
"513",2.027
"514",2.027
"515",2.027
"516",2.027
"517",2.027
"518",2.027
"519",2.0366
"520",2.0366
"521",2.0366
"522",2.0366
"523",2.0366
"524",2.0366
"525",2.0366
"526",2.0366
"527",2.0366
"528",2.0366
"529",2.0366
"530",2.0366
"531",2.0366
"532",2.0462
"533",2.0462
"534",2.0462
"535",2.0462
"536",2.0462
"537",2.0462
"538",2.0462
"539",2.0462
"540",2.0462
"541",2.0559
"542",2.0559
"543",2.0559
"544",2.0559
"545",2.0559
"546",2.0559
"547",1.4987
"548",1.4987
"549",1.4987
"550",1.4987
"551",1.4987
"552",1.4987
"553",1.4987
"554",1.4987
"555",1.5083
"556",1.5083
"557",1.5083
"558",1.5083
"559",1.5083
"560",1.5083
"561",1.5083
"562",1.5083
"563",1.5083
"564",1.5083
"565",1.5083
"566",1.5083
"567",1.5083
"568",1.5179
"569",1.5179
"570",1.5179
"571",1.5179
"572",1.5179
"573",1.5179
"574",1.5179
"575",1.5179
"576",1.5179
"577",1.5179
"578",1.5179
"579",1.5179
"580",1.5179
"581",1.5179
"582",1.5275
"583",1.5275
"584",1.5275
"585",1.5275
"586",1.5275
"587",1.5275
"588",1.5275
"589",1.5275
"590",1.5275
"591",1.5275
"592",1.5275
"593",1.5275
"594",1.5275
"595",1.5275
"596",1.5371
"597",1.5371
"598",1.5371
"599",1.5371
"600",1.5371
"601",1.5371
"602",1.5371
"603",1.5371
"604",1.5371
"605",1.5467
"606",1.5467
"607",1.5467
"608",1.5467
"609",1.5467
"610",2.2192
"611",2.2192
"612",2.2192
"613",2.2192
"614",2.2192
"615",2.2192
"616",2.2192
"617",2.2192
"618",2.2288
"619",2.2288
"620",2.2288
"621",2.2288
"622",2.2288
"623",2.2288
"624",2.2288
"625",2.2288
"626",2.2288
"627",2.2288
"628",2.2288
"629",2.2288
"630",2.2288
"631",2.2384
"632",2.2384
"633",2.2384
"634",2.2384
"635",2.2384
"636",2.2384
"637",2.2384
"638",2.2384
"639",2.2384
"640",2.2384
"641",2.2384
"642",2.2384
"643",2.2384
"644",2.2384
"645",2.2384
"646",2.2384
"647",2.2384
"648",2.2384
"649",2.2384
"650",2.248
"651",2.248
"652",2.248
"653",2.248
"654",2.248
"655",2.248
"656",2.248
"657",2.248
"658",2.248
"659",2.248
"660",2.248
"661",2.248
"662",2.248
"663",2.248
"664",2.248
"665",2.248
"666",2.248
"667",2.248
"668",2.248
"669",2.248
"670",2.248
"671",2.248
"672",2.248
"673",2.2576
"674",2.2576
"675",2.2576
"676",2.2576
"677",2.2576
"678",2.2576
"679",2.2576
"680",2.2576
"681",2.2576
"682",2.2576
"683",2.2576
"684",2.2576
"685",2.2576
"686",2.2576
"687",2.2576
"688",2.2576
"689",2.2576
"690",2.2576
"691",2.2576
"692",2.2576
"693",2.2576
"694",2.2576
"695",2.2576
"696",2.2576
"697",2.2576
"698",2.2576
"699",2.2576
"700",2.2672
"701",2.2672
"702",2.2672
"703",2.2672
"704",2.2672
"705",2.2672
"706",2.2672
"707",2.2672
"708",2.2672
"709",2.2672
"710",2.2672
"711",2.2672
"712",2.2672
"713",2.2672
"714",2.2672
"715",2.2672
"716",2.2672
"717",2.2672
"718",2.2672
"719",2.2672
"720",2.2672
"721",2.2672
"722",2.2672
"723",2.2672
"724",2.2672
"725",2.2672
"726",2.2672
"727",2.2768
"728",2.2768
"729",2.2768
"730",2.2768
"731",2.2768
"732",2.2768
"733",2.2768
"734",2.2768
"735",2.2768
"736",2.2768
"737",2.2768
"738",2.2768
"739",2.2768
"740",2.2768
"741",2.2768
"742",2.2768
"743",2.2768
"744",2.2768
"745",2.2768
"746",2.2768
"747",2.2768
"748",2.2768
"749",2.2864
"750",2.2864
"751",2.2864
"752",2.2864
"753",2.2864
"754",2.2864
"755",2.2864
"756",2.2864
"757",2.2864
"758",2.2864
"759",2.2864
"760",2.2864
"761",2.2864
"762",2.2864
"763",2.2864
"764",2.296
"765",2.296
"766",2.296
"767",2.296
"768",2.296
"769",2.296
"770",2.296
"771",2.296
"772",2.296
"773",2.296
"774",2.296
"775",2.296
"776",2.296
"777",2.3056
"778",2.3056
"779",2.3056
"780",2.3056
"781",2.3056
"782",2.3056
"783",2.3056
"784",2.3056
"785",2.3056
"786",2.3152
"787",2.3152
"788",2.3152
"789",2.3152
"790",2.3152
"791",2.3152
"792",1.5851
"793",1.5851
"794",1.5851
"795",1.5851
"796",1.5851
"797",1.5947
"798",1.5947
"799",1.5947
"800",1.5947
"801",1.5947
"802",1.5947
"803",1.5947
"804",1.5947
"805",1.5947
"806",1.5947
"807",1.5947
"808",1.5947
"809",1.5947
"810",1.5947
"811",1.6043
"812",1.6043
"813",1.6043
"814",1.6043
"815",1.6043
"816",1.6043
"817",1.6043
"818",1.6043
"819",1.6043
"820",1.6043
"821",1.6043
"822",1.6043
"823",1.6043
"824",1.6043
"825",1.6043
"826",1.6043
"827",1.6043
"828",1.6043
"829",1.6043
"830",1.6043
"831",1.6043
"832",1.6043
"833",1.6043
"834",1.6043
"835",1.6043
"836",1.6043
"837",1.6043
"838",1.6043
"839",1.6043
"840",1.6043
"841",1.6043
"842",1.6043
"843",1.6043
"844",1.6043
"845",1.6139
"846",1.6139
"847",1.6139
"848",1.6139
"849",1.6139
"850",1.6139
"851",1.6139
"852",1.6139
"853",1.6139
"854",1.6139
"855",1.6139
"856",1.6139
"857",1.6139
"858",1.6139
"859",1.6139
"860",1.6139
"861",1.6139
"862",1.6139
"863",1.6139
"864",1.6139
"865",1.6139
"866",1.6139
"867",1.6139
"868",1.6139
"869",1.6139
"870",1.6139
"871",1.6139
"872",1.6139
"873",1.6139
"874",1.6139
"875",1.6139
"876",1.6139
"877",1.6139
"878",1.6139
"879",1.6139
"880",1.6139
"881",1.6139
"882",1.6139
"883",1.6139
"884",1.6139
"885",1.6139
"886",1.6139
"887",1.6139
"888",1.6139
"889",1.6139
"890",1.6139
"891",1.6139
"892",1.6139
"893",1.6139
"894",1.6139
"895",1.6139
"896",1.6139
"897",1.6139
"898",1.6139
"899",1.6139
"900",1.6139
"901",1.6139
"902",1.6139
"903",1.6139
"904",1.6235
"905",1.6235
"906",1.6235
"907",1.6235
"908",1.6235
"909",1.6235
"910",1.6235
"911",1.6235
"912",1.6235
"913",1.6235
"914",1.6235
"915",1.6235
"916",1.6235
"917",1.6235
"918",1.6235
"919",1.6235
"920",1.6235
"921",1.6235
"922",1.6235
"923",1.6235
"924",1.6235
"925",1.6235
"926",1.6235
"927",1.6235
"928",1.6235
"929",1.6235
"930",1.6235
"931",1.6235
"932",1.6235
"933",1.6235
"934",1.6235
"935",1.6235
"936",1.6235
"937",1.6235
"938",1.6235
"939",1.6235
"940",1.6235
"941",1.6235
"942",1.6235
"943",1.6235
"944",1.6235
"945",1.6235
"946",1.6235
"947",1.6235
"948",1.6235
"949",1.6235
"950",1.6235
"951",1.6235
"952",1.6235
"953",1.6235
"954",1.6235
"955",1.6235
"956",1.6235
"957",1.6235
"958",1.6235
"959",1.6235
"960",1.6235
"961",1.6235
"962",1.6235
"963",1.6235
"964",1.6235
"965",1.6235
"966",1.6235
"967",1.6235
"968",1.6235
"969",1.6235
"970",1.6235
"971",1.6235
"972",1.6235
"973",1.6235
"974",1.6332
"975",1.6332
"976",1.6332
"977",1.6332
"978",1.6332
"979",1.6332
"980",1.6332
"981",1.6332
"982",1.6332
"983",1.6332
"984",1.6332
"985",1.6332
"986",1.6332
"987",1.6332
"988",1.6332
"989",1.6332
"990",1.6332
"991",1.6332
"992",1.6332
"993",1.6332
"994",1.6332
"995",1.6332
"996",1.6332
"997",1.6332
"998",1.6332
"999",1.6332
"1000",1.6332
"1001",1.6332
"1002",1.6332
"1003",1.6332
"1004",1.6332
"1005",1.6332
"1006",1.6332
"1007",1.6332
"1008",1.6332
"1009",1.6332
"1010",1.6332
"1011",1.6332
"1012",1.6332
"1013",1.6332
"1014",1.6332
"1015",1.6332
"1016",1.6332
"1017",1.6332
"1018",1.6332
"1019",1.6332
"1020",1.6332
"1021",1.6332
"1022",1.6332
"1023",1.6332
"1024",1.6332
"1025",1.6332
"1026",1.6332
"1027",1.6332
"1028",1.6332
"1029",1.6332
"1030",1.6332
"1031",1.6332
"1032",1.6332
"1033",1.6332
"1034",1.6332
"1035",1.6332
"1036",1.6332
"1037",1.6332
"1038",1.6332
"1039",1.6332
"1040",1.6332
"1041",1.6332
"1042",1.6427
"1043",1.6427
"1044",1.6427
"1045",1.6427
"1046",1.6427
"1047",1.6427
"1048",1.6427
"1049",1.6427
"1050",1.6427
"1051",1.6427
"1052",1.6427
"1053",1.6427
"1054",1.6427
"1055",1.6427
"1056",1.6427
"1057",1.6427
"1058",1.6427
"1059",1.6427
"1060",1.6427
"1061",1.6427
"1062",1.6427
"1063",1.6427
"1064",1.6427
"1065",1.6427
"1066",1.6427
"1067",1.6427
"1068",1.6427
"1069",1.6427
"1070",1.6427
"1071",1.6427
"1072",1.6427
"1073",1.6427
"1074",1.6427
"1075",1.6427
"1076",1.6427
"1077",1.6427
"1078",1.6427
"1079",1.6427
"1080",1.6427
"1081",1.6427
"1082",1.6427
"1083",1.6427
"1084",1.6427
"1085",1.6427
"1086",1.6427
"1087",1.6427
"1088",1.6427
"1089",1.6427
"1090",1.6427
"1091",1.6427
"1092",1.6427
"1093",1.6427
"1094",1.6427
"1095",1.6427
"1096",1.6427
"1097",1.6524
"1098",1.6524
"1099",1.6524
"1100",1.6524
"1101",1.6524
"1102",1.6524
"1103",1.6524
"1104",1.6524
"1105",1.6524
"1106",1.6524
"1107",1.6524
"1108",1.6524
"1109",1.6524
"1110",1.6524
"1111",1.6524
"1112",1.6524
"1113",1.6524
"1114",1.6524
"1115",1.6524
"1116",1.6524
"1117",1.6524
"1118",1.6524
"1119",1.6524
"1120",1.6524
"1121",1.6524
"1122",1.6524
"1123",1.6524
"1124",1.6524
"1125",1.6524
"1126",1.6524
"1127",1.6524
"1128",1.6524
"1129",1.662
"1130",1.662
"1131",1.662
"1132",1.662
"1133",1.662
"1134",1.662
"1135",1.662
"1136",1.662
"1137",1.662
"1138",1.662
"1139",1.662
"1140",1.662
"1141",1.662
"1142",1.662
"1143",1.662
"1144",1.662
"1145",1.662
"1146",1.662
"1147",1.662
"1148",1.662
"1149",1.6716
"1150",1.6716
"1151",1.6716
"1152",1.6716
"1153",1.6716
"1154",1.6716
"1155",1.6716
"1156",1.6716
"1157",1.6716
"1158",1.6716
"1159",1.6716
"1160",1.6812
"1161",1.6812
"1162",1.6812
"1163",1.6812
"1164",1.6812
"1165",1.6812
"1166",1.6812
