,value
103,-18.812842953525866
104,-22.189823691482083
105,-19.661235133882663
106,-18.51888709780745
107,-21.90740120361587
108,-20.532437012007243
109,-19.934770906613284
110,-22.746234640493512
111,-19.369681215915417
112,-18.307678704829932
113,-21.719031881663973
114,-19.298908042671787
115,-22.624566822474865
116,-20.0773910185321
117,-23.231544709406588
118,-17.75716458352867
119,-19.182198924126343
120,-20.049233911751557
121,-21.55032323833832
122,-17.452488139682448
123,-16.06579650149053
124,-23.715963728893506
125,-17.52767193909436
126,-16.744698493702188
127,-19.323976606851048
128,-22.398536064670374
129,-18.273309364911956
130,-20.3618406041563
131,-21.207841255586516
132,-22.460116271333924
133,-18.89892500804757
134,-18.414386268161305
135,-21.247061459359582
136,-18.95884732585326
137,-22.288682779246287
138,-18.39627793625731
139,-19.90686540315171
140,-20.3731395438147
141,-20.20349174505829
142,-18.262227685988265
143,-18.499176720269983
144,-18.94106935129458
145,-19.724597580005227
146,-19.844357744174587
147,-18.76323947600295
148,-19.535010881642524
149,-18.63489718627103
150,-20.62023354703612
151,-24.869675528214277
152,-17.922350796281172
153,-15.626040706051484
154,-19.117271112862834
155,-20.200310466567
156,-20.272889487792067
157,-20.23810837554962
158,-19.96518118339999
159,-22.244037457493775
160,-21.034188915840456
161,-21.994053655300526
162,-19.50240167722446
163,-20.593282304741727
164,-19.00957735204408
165,-20.349406319485002
166,-18.027329624357517
167,-19.572932197329116
168,-15.618600542060534
169,-23.792721845782186
170,-21.293833376509816
171,-18.19702621670258
172,-14.943348586387204
173,-20.49726955543092
174,-19.91266201364322
175,-20.452628485027212
176,-17.337085774824818
177,-20.57461572695204
178,-18.63986032024379
179,-20.639603197797342
180,-22.545117510491988
181,-19.372904559073135
182,-18.99363037312935
183,-17.413548234935476
184,-20.220894052834634
185,-21.234724127424723
186,-18.87447780676195
187,-19.518525815524537
188,-19.43866984575472
189,-20.146225407494555
190,-17.679322860012462
191,-19.26101456724855
192,-16.190682583318036
193,-17.77788660287899
194,-18.68190040779958
195,-23.254876681232513
196,-18.795361439408744
197,-19.15943559270588
198,-18.378096654392888
199,-17.911115810585482
200,-20.801756383577853
201,-18.351988763099186
202,-21.12461086203818
203,-16.09024384998193
204,-22.663903333034497
205,-23.521377120797567
206,-23.3014425316482
207,-21.781111168326095
208,-22.238230797119456
209,-16.087842192592717
210,-20.65299899615637
211,-22.685351578754872
212,-17.771234046440416
213,-21.173047877643185
214,-22.473706753082794
215,-18.2483221447014
216,-18.753275646843935
217,-20.869913365910456
218,-17.184919999517543
219,-19.741796840578548
220,-16.7661008022854
221,-18.994518236000193
222,-16.88238891876028
223,-19.781194607149143
224,-22.439488793958066
225,-15.101262701877205
226,-21.091548335965136
227,-20.397675725777795
228,-21.40079700984251
229,-20.40678889792912
230,-19.51466111783641
231,-19.59633964225199
232,-18.677959424802616
233,-16.415683582048867
234,-20.240929143577016
235,-22.466241470892854
236,-22.364636253019267
237,-21.331509036398252
238,-23.348391615237865
239,-18.34994035112203
240,-20.996427127262155
241,-20.621969956605703
242,-20.003782965676006
243,-22.793240849190862
244,-21.722632721552085
245,-18.650576948624057
246,-18.762921738427412
247,-20.886343861401276
248,-16.378930171749086
249,-22.611453845115474
250,-20.68997442030996
251,-20.46167948627094
252,-25.58617000029308
253,-16.12494237276784
254,-19.267335970919884
255,-22.089178763815582
256,-15.897653114285111
257,-18.828675999655236
258,-19.14094771995607
259,-21.213996796400092
260,-19.787554551929563
261,-23.051360632458717
262,-18.40994781115031
263,-20.74887663768644
264,-19.731903606890754
265,-17.59589027560059
266,-19.430503778301883
267,-19.475065109073462
268,-19.447001390355634
269,-21.466543207790625
270,-18.32799056113146
271,-16.91328177839103
272,-18.48238867980414
273,-18.230182371070235
274,-21.754563037836377
275,-21.73557444574585
276,-22.881752048583678
277,-17.535493858343127
278,-20.508359735214736
279,-17.200312115038027
280,-21.5638233653736
281,-20.87501796565716
282,-19.809149825617485
283,-18.157099862680976
284,-19.878499608400986
285,-19.577750489984567
286,-19.96694486538877
287,-19.64562455944808
288,-22.232940035769488
289,-19.838145798053443
290,-20.373157987022932
291,-20.113648961771695
292,-19.0153268881267
293,-21.361356282017773
294,-20.16901605480926
295,-20.59472376554701
296,-19.165395990050275
297,-18.43045869796882
298,-21.910850524747378
299,-18.82817913779477
300,-15.868433359562331
301,-22.94231385166525
302,-21.66034379063023
303,-21.761155199688343
304,-20.558195443086582
305,-16.754301828091997
306,-19.973294647305647
307,-21.389387190574453
308,-18.756392991388854
309,-21.199609062141693
310,-17.75317567595613
311,-19.389465919511977
312,-17.222441207259465
313,-21.32268848630604
314,-13.938285775255938
315,-18.350830749933085
316,-18.6908396948266
317,-20.10237689521533
318,-21.451194238268855
319,-21.735537355247182
320,-20.271954652201178
321,-21.59453957098626
322,-19.43464857550316
323,-21.65219486369464
324,-18.757834598321985
325,-18.08775659175061
326,-21.411681014804568
327,-17.614627864490615
328,-20.475883871504365
329,-17.68942422782355
330,-19.123667305417523
331,-17.755343356685817
332,-21.994039591059366
333,-20.21358797355845
334,-17.09714147881813
335,-21.236073695363157
336,-24.07440245136159
337,-23.88517836295291
338,-25.012881305352124
339,-24.228327843833654
340,-20.823278326376965
341,-17.442943834316555
342,-20.884458559026346
343,-19.352945292797134
344,-20.219982980327213
345,-19.982902109127952
346,-20.336397679489433
347,-20.34836068861598
348,-19.077671800045966
349,-22.35196534288263
350,-17.979745645330553
351,-18.159964133504474
352,-20.390114681751804
353,-18.389213151535635
354,-21.402688852514352
355,-21.074446047750676
356,-19.687472299459834
357,-20.380442050169723
358,-20.897476065343245
359,-21.344896077573193
360,-21.114989443572085
361,-18.121662511607024
362,-23.886646811336707
363,-19.295011271261334
364,-20.472873903625974
365,-18.544373000000704
366,-18.969852772721268
367,-25.565068935305845
368,-18.830706779045148
369,-19.351451513103157
370,-19.956274326746897
371,-20.93734763255578
372,-18.293437556088755
373,-20.826058619422064
374,-16.330564746700627
375,-18.871234289011372
376,-15.724343865121035
377,-21.571067993840472
378,-23.511851280465702
379,-18.57042080502837
380,-18.294591876549426
381,-19.929279805890484
382,-23.077586491489285
383,-20.895790369432238
384,-18.76402893215933
385,-20.36835265130749
386,-20.231970370944794
387,-20.350917937323505
388,-21.867829311253004
389,-21.0660406521672
390,-22.853110841041065
391,-16.464080103377945
392,-20.950745750275964
393,-19.044779636364886
394,-22.043771889282617
395,-18.410943520797836
396,-23.746321955270602
397,-18.15876976389009
398,-20.070735849757423
399,-15.778789892798581
400,-22.613068145688036
401,-19.847239039680815
402,-19.26553637223227
403,-17.534201615247525
404,-20.845713922781552
405,-19.827071186951425
406,-24.284933458154736
407,-21.660337728045416
408,-19.096768098889516
409,-17.79165134739357
410,-20.563472538131226
411,-15.887288953603413
412,-16.479501547101812
413,-20.12130498354962
414,-24.827006002347574
415,-23.555132751611975
416,-21.555717653254824
417,-17.768317784151662
418,-19.379455424432464
419,-24.188495632445623
420,-20.457531657740326
421,-16.773277250873768
422,-20.749609374605306
423,-21.499939234551334
424,-15.89075179496377
425,-19.893180926403303
426,-20.95831419757216
427,-19.29966568234344
428,-19.965670547251822
429,-20.85828455647019
430,-17.583087342896075
431,-17.76859639443103
432,-18.318276883717793
433,-20.205774435147074
434,-17.706199247201035
435,-20.099405158317353
436,-19.066713465542318
437,-17.932626264120998
438,-18.382311279468635
439,-16.42049063358746
440,-19.097431967919658
441,-23.368119971736476
442,-22.320340209964552
443,-17.29978636263655
444,-20.662566339865258
445,-19.22692170973382
446,-21.702911313061655
447,-17.998237152639398
448,-20.76966449766558
449,-17.083783522780962
450,-21.064468041796356
451,-17.76373320656461
452,-18.651207790358264
453,-21.4447838108283
454,-17.802007334505642
455,-21.803268980951994
456,-21.644934377808504
457,-18.556577415774616
458,-21.250684002931976
459,-21.18768613450902
460,-20.687801418420786
461,-22.00033837974503
462,-17.910011180652205
463,-18.7829706030303
464,-20.138657393380967
465,-20.21678413434708
466,-19.099688974465643
467,-16.46932979896186
468,-18.258060394935516
469,-21.016914268550803
470,-18.445161589502273
471,-20.23754234420618
472,-20.397996367607448
473,-16.26705724969575
474,-20.837875795356247
475,-20.95836983025481
476,-23.904210574490463
477,-22.804658290906275
478,-19.0977541225308
479,-21.389841802370476
480,-18.969172396433517
481,-22.229742104731873
482,-21.53461965266347
483,-18.650858586087992
484,-17.078215239073845
485,-18.81505439715196
486,-17.6043383165575
487,-16.590811657255188
488,-17.91982169369181
489,-21.836880076600053
490,-20.210689425015083
491,-18.73960865863018
492,-20.82969380257647
493,-19.096107925357554
494,-23.15831257078893
495,-21.657255957712813
496,-18.942240508829652
497,-24.474173022224942
498,-22.215425004569106
499,-20.035436635820286
500,-23.438788949239047
501,-19.885758007835815
502,-21.59909498138352
503,-20.583189191001665
504,-20.517965706801064
505,-19.621413604882683
506,-21.127577469164606
507,-19.82062718535482
508,-21.202313601298766
509,-18.887852979845228
510,-16.612381773423838
511,-19.606260441499415
512,-19.660261489304858
513,-22.328015942322406
514,-18.613267548679232
515,-21.516134657112463
516,-21.61769439294426
517,-18.88512109428393
518,-19.63792251128426
519,-17.785649098101874
520,-17.11424614300738
521,-21.079363124404985
522,-19.74324601968811
523,-16.479169632849356
524,-18.066921499541884
525,-18.573901899393462
526,-17.387587869729103
527,-21.20920593832875
528,-18.72683318117074
529,-17.181493221271985
530,-16.758175428756505
531,-21.61236963476445
532,-20.50334841526285
533,-19.234569652551272
534,-20.577994686019633
535,-20.783632479616095
536,-18.631997343636094
537,-20.706819965734027
538,-23.57582578239943
539,-19.276305368320862
540,-20.848985581141854
541,-21.463061963460667
542,-23.13147630131181
543,-17.97235506605659
544,-24.454225263700028
545,-23.398667209444593
546,-20.551692125122287
547,-17.542088828698606
548,-17.380588188634693
549,-22.30996526985873
550,-20.3552643919671
551,-23.02091275017514
552,-17.977585872450184
553,-22.95312532104036
554,-20.286391490014474
555,-17.9340324421005
556,-20.444828057059816
557,-17.05967931234852
558,-21.740016446381706
559,-19.261619060906252
560,-18.293435628352533
561,-20.279423460882146
562,-17.22737147150736
563,-18.903740830623615
564,-23.274899186016683
565,-12.082794591924074
566,-18.702712711818666
567,-19.78531341235282
568,-22.797625637332953
569,-19.836464362388767
570,-20.919885661681374
571,-18.711292667939354
572,-19.25665941757627
573,-16.293981029861243
574,-19.715497254947365
575,-18.972989040022906
576,-19.255086296977115
577,-20.296979606118786
578,-20.366800394640048
579,-17.797999594663036
580,-18.43994572932274
581,-21.25888320810756
582,-22.22687220594598
583,-20.134820049893708
584,-17.677120036651214
585,-20.055058772535958
586,-16.507129821544055
587,-21.55014057414687
588,-19.71671892466839
589,-25.032607721931498
590,-21.191335761820582
591,-20.618242637283725
592,-18.978124451015823
593,-16.578676322657728
594,-19.93011282127252
595,-17.092164836782366
596,-18.676637847068037
597,-18.027295639575872
598,-20.932309713651858
599,-17.23001731270272
600,-22.14592855742329
601,-19.009682777599366
602,-21.904124201412518
603,-21.03629110479751
604,-22.922807209444212
605,-21.032695817292044
606,-19.297766206978068
607,-20.13754092615728
608,-22.695529882507326
609,-17.058520286617263
610,-19.325558123383082
611,-17.983869133848472
612,-18.429546160730624
613,-21.329735533934425
614,-23.89009391722408
615,-21.830848736463413
616,-17.54968830145354
617,-22.10709214740063
618,-18.367912631351878
619,-21.224813946257648
620,-19.213781510292034
621,-23.647839705250387
622,-17.66584966800007
623,-20.079337400180965
624,-18.228348402068185
625,-19.62027670123381
626,-18.403872409402112
627,-20.2038640785272
628,-18.513286912972276
629,-23.019145368448086
630,-22.161421384891014
631,-18.54905199103693
632,-20.078356512418992
633,-20.457508342440423
634,-20.359224589302716
635,-18.996549781309668
636,-21.186687508484837
637,-18.979384806509486
638,-21.831583698137358
639,-20.814504086039932
640,-18.03009665656158
641,-17.857495144308217
642,-22.194308720510726
643,-18.322730505543245
644,-22.078364644069808
645,-18.533953536561842
646,-23.797624118638588
647,-22.234221384878225
648,-21.017944555645723
649,-20.332971909771917
650,-17.152771141302026
651,-18.192001651992946
652,-16.849064182855237
653,-17.586784203928865
654,-20.56572710326969
655,-20.53265376863744
656,-17.862056755597475
657,-19.91925713795432
658,-20.313987344986636
659,-22.670405446030383
660,-20.21292024311108
661,-25.581992813387693
662,-20.91223511029737
663,-21.9597805033236
664,-18.614851304921288
665,-20.957344712831322
666,-20.65810309868216
667,-17.305789070659003
668,-22.09813549033723
669,-19.36668220968669
670,-23.790533894952933
671,-19.820541765110697
672,-19.179468509206313
673,-18.280258056406176
674,-21.797366386637293
675,-19.360686116110813
676,-19.36369160064262
677,-20.038463268195276
678,-19.69996744254439
679,-19.072931356536667
680,-19.204239150236297
681,-21.9920217781768
682,-22.391723020648964
683,-14.988039429362654
684,-16.160415427143825
685,-22.783387752108066
686,-19.09956451592431
687,-18.74512583449378
688,-18.49732552967903
689,-19.719209127105298
690,-21.853743878417248
691,-20.364840812726197
692,-20.982250275581634
693,-19.731253767920492
694,-20.536742608241152
695,-20.263351252574036
696,-17.962895050464237
697,-17.53888360009055
698,-22.362206345543648
699,-20.919860208869164
700,-21.581599907550334
701,-17.552555576079783
702,-20.118735805097
703,-17.10202119168353
704,-20.95516170931344
705,-19.948000011628682
706,-22.697392893594483
707,-17.39492892702764
708,-20.72522417515452
709,-22.97031290265091
710,-21.18492257030654
711,-24.609815875540278
712,-20.06363434539758
713,-19.77502451517161
714,-19.4238436659897
715,-17.00378363284593
716,-20.601952307910675
717,-18.38508816598946
718,-19.375522621974
719,-20.386643280948007
720,-24.153604043847107
721,-18.104997665308648
722,-21.007947898284634
723,-19.964088216698347
724,-22.54092155277096
725,-19.434008932377996
726,-19.78393836537531
727,-19.94116476205847
728,-20.269586258591445
729,-17.901563418494863
730,-18.067558274843318
731,-18.548166294958357
732,-13.357842487659271
733,-21.20045066075463
734,-20.75903503106776
735,-22.02960738171734
736,-19.12802760740718
737,-21.374974786120347
738,-25.396723483332096
739,-22.42667625165741
740,-19.85549620168823
741,-17.980425330104882
742,-23.11388311573006
743,-21.22488425656869
744,-20.278703610901843
745,-21.457074978849402
746,-18.93767241308755
747,-19.991998316049248
748,-19.357468171032338
749,-21.450429851490732
750,-16.926927343957804
751,-20.00075001751671
752,-17.412900758673384
753,-20.877995327332556
754,-18.81992107167834
755,-21.35876756599447
756,-21.901818502101538
757,-21.40870066304692
758,-20.091733372139537
759,-20.437466917935417
760,-16.921585980689876
761,-22.297408459273893
762,-22.18067666490963
763,-16.599623706708947
764,-18.78243268218378
765,-23.76282173433212
766,-19.005461802708044
767,-19.525334601320807
768,-24.2888880934569
769,-20.739124850674866
770,-20.034909903672357
771,-18.53719496574987
772,-18.091008666904624
773,-19.808506457779732
774,-17.933098393471525
775,-20.292546549222706
776,-21.714993649479545
777,-21.868363686295897
778,-18.914709410867367
779,-23.91633817119802
780,-18.64438485776038
781,-22.21314613478377
782,-20.718448191421476
783,-18.989236194494165
784,-17.564118198397306
785,-23.88136192872979
786,-21.612356423906913
787,-19.901876615253794
788,-21.192172669175324
789,-18.276753797317593
790,-24.17278113091305
791,-19.276396718857907
792,-19.14815964699437
793,-19.90183920571674
794,-17.795526534829314
795,-22.45914850709286
796,-17.782766484020648
797,-21.405840805820336
798,-18.548898963842532
799,-20.64840843897042
800,-18.37131374170215
801,-18.43906014048325
802,-22.928107147161185
803,-20.308982387621057
804,-20.184864637083173
805,-20.475750530913665
806,-21.51132553020393
807,-16.29712421085298
808,-19.581806646848957
809,-16.88996801133382
810,-21.13829730702394
811,-22.123593522621697
812,-19.73550444216043
813,-21.126473208234913
814,-15.219708075332978
815,-19.50915430162176
816,-17.694801729978792
817,-20.448471544246996
818,-20.652122611520273
819,-20.06182283520827
820,-19.288565476847968
821,-18.300826309810358
822,-20.244308030223365
823,-21.361703148034636
824,-22.13575315297311
825,-20.153358725411465
826,-18.854074548086487
827,-19.084105847380517
828,-20.03563509810788
829,-21.200277598471224
830,-19.70646947322622
831,-18.85639024227002
832,-20.073635313034053
833,-19.77526302241556
834,-20.301008651300904
835,-18.169001463874856
836,-20.876400534677337
837,-19.628928758066888
838,-19.211143939975774
839,-18.548954883492883
840,-17.008230468231048
841,-18.649092381591576
842,-18.801573529081484
843,-22.940474178042628
844,-18.787192111392326
845,-15.412564775285645
846,-21.660021971135347
847,-22.039039698811433
848,-20.429307684452045
849,-17.957503747802196
850,-18.95049901540635
851,-20.954248412938664
852,-20.071980363454383
853,-17.925922036452185
854,-18.654760503757043
855,-15.142246060954042
856,-17.988626639377568
857,-19.292865567994742
858,-18.770547448345102
859,-20.697968381831107
860,-21.955546003065933
861,-19.656085735664817
862,-19.018877912380724
863,-22.790566050130654
864,-21.04471293027139
865,-20.738511803657936
866,-19.46871519497143
867,-20.52093211773076
868,-19.109806579310856
869,-19.80377550755602
870,-17.879344981686387
871,-23.422335319248987
872,-16.685750723914147
873,-17.16465197400128
874,-19.89936582770573
875,-18.69935357149531
876,-18.78690319917341
877,-21.474579255519863
878,-19.670669868301587
879,-18.443651641800866
880,-19.380366482785025
881,-17.8973584643025
882,-19.810007779861678
883,-19.83849802275396
884,-21.53560749204912
885,-20.729076099413277
886,-20.919435362076136
887,-16.589032964489114
888,-19.518988895705277
889,-21.99885300271636
890,-19.202803223677126
891,-20.384007393262088
892,-26.10752876085261
893,-19.040295257692364
894,-23.10539756635367
895,-18.843071159487515
896,-21.92252719806102
897,-22.916648920786308
898,-19.01131669803524
899,-22.988387530549367
900,-20.89339840695424
901,-19.591245210157673
902,-18.775534953743893
903,-18.510230927118695
904,-20.072562577107405
905,-21.664790695377377
906,-16.15236914805815
907,-21.211962641077196
908,-16.392822037027006
909,-20.905049946568052
910,-17.677428613316387
911,-17.860068922099735
912,-22.091068494753788
913,-19.28943098598754
914,-18.48921594161829
915,-18.59803575695351
916,-20.397874900567793
917,-19.39607990918771
918,-20.789379361991116
919,-22.343626758442245
920,-18.03197552611952
921,-21.119362843837113
922,-17.240483616787564
923,-18.79509819752078
924,-21.785293347025767
925,-20.322396639082474
926,-20.572769830790346
927,-21.74177529930392
928,-18.99714082021334
929,-20.95722814772237
930,-16.736616972738407
931,-18.278217517963142
932,-21.760378129083158
933,-20.03800104309463
934,-20.453520384339168
935,-23.129015707622393
936,-18.13748864246376
937,-18.100382369577343
938,-18.148997570595228
939,-20.913975715187075
940,-17.862028056762163
941,-20.419505870845107
942,-18.12970444081785
943,-16.37494436976492
944,-19.719780237390495
945,-22.838297554288975
946,-20.633802393056694
947,-18.718028267232988
948,-17.560251241938758
949,-22.267584070787155
950,-20.381096595322905
951,-19.533321747479757
952,-19.13000335147432
953,-18.179152793993833
954,-21.896879312907593
955,-20.846956594451072
956,-17.98406704479884
957,-19.215330177751383
958,-19.103238698436627
959,-17.74935300267149
960,-19.79189322058182
961,-18.943993155856326
962,-20.629127723834575
963,-22.69002004053675
964,-22.590515770562174
965,-19.851358892634735
966,-20.399121435992434
967,-21.309206337049957
968,-19.363971407161664
969,-21.7805431042165
970,-19.77732546723406
971,-20.039045116640548
972,-21.679977829224494
973,-24.596411761075704
974,-17.086945227054446
975,-19.366725528592085
976,-25.328251878524277
977,-20.852857235267045
978,-19.212424537501363
979,-20.456281381400913
980,-18.83933977479354
981,-21.94653517049848
982,-19.64966454156386
983,-20.106967385470313
984,-20.366123973923948
985,-20.44205780357667
986,-19.600480889614744
987,-18.134557172623815
988,-21.060239600400102
989,-20.81448004802386
990,-19.678870016514978
991,-20.240299951257498
992,-19.22879541531135
993,-18.563418528491315
994,-17.417622194298247
995,-20.23288829654333
996,-24.55459599332073
997,-20.139249078910257
998,-19.29225914623432
999,-20.3739100330655
1000,-0.7661808088354584
1001,-12.162542563235565
1002,2.539921683076896
1003,-1.6201616451000331
1004,-7.555383039551014
1005,-4.357110327974788
1006,-4.324149707327936
1007,3.043745411708511
1008,2.808190482617027
1009,7.573751912411256
1010,3.239624061564591
1011,-6.758246926588372
1012,-7.046046382360957
1013,5.653626772645655
1014,7.833431005480721
1015,-1.1887404907268175
1016,2.7940149409255572
1017,-7.524456418897562
1018,-9.719608791658937
1019,-5.870118382714219
1020,-1.7859376280150816
1021,-2.60688192704019
1022,-1.150570317256336
1023,-2.4550721634955512
1024,3.396505724748314
1025,7.137734756636723
1026,0.18098731380217664
1027,10.149987437202306
1028,-3.1720235515042305
1029,-2.6255169696946963
1030,1.9386733137147505
1031,-1.7739938100533703
1032,5.885261278883208
1033,-3.2055390759894458
1034,6.6134699255432
1035,0.9708750814688851
1036,12.827263903583898
1037,-2.3205745282410284
1038,-1.0134695385373116
1039,0.7282590864324383
1040,-10.905139835409747
1041,3.0113256376926882
1042,2.4042305663258436
1043,0.5465918195271764
1044,-7.721978906933491
1045,-7.732805199843286
1046,2.9330925930042224
1047,5.875893437786775
1048,7.972323159111107
1049,-4.477207619749597
1050,-5.153990138793918
1051,-1.359693998422752
1052,-9.878650709369182
1053,-2.944655880218722
1054,4.25894818757658
1055,8.173012506847074
1056,1.3957772681733192
1057,8.202768242776346
1058,2.0543646899953547
1059,0.9568195756946001
1060,-0.8572059373876667
1061,0.934685228859977
1062,-1.2742647362194455
1063,-0.7045537619507911
1064,-3.309459174698363
1065,1.2951595089600185
1066,0.07224207508893228
1067,-7.3979001730805605
1068,-1.2035025087599316
1069,-4.278356961972492
1070,-10.241002293703875
1071,2.4194182467066168
1072,7.793441272611906
1073,11.848650945324518
1074,7.8120976474648165
1075,-4.354007763040304
1076,5.8762249635402695
1077,5.5994950177806935
1078,-9.939147656973109
1079,4.306442576957251
1080,3.1358851769576273
1081,0.814041251533959
1082,1.4430835783840266
1083,0.29153691372041995
1084,8.159679243275141
1085,-2.0089441691594354
1086,-0.9996969661063971
1087,0.03694491853091927
1088,1.3783203757503595
1089,-8.816249004956157
1090,6.939869047744827
1091,1.1309987842157834
1092,2.8456229791238936
1093,0.9865799587389522
1094,-0.9322063564194207
1095,-1.7762075674848083
1096,0.4805707116976032
1097,0.7602617046671452
1098,5.776308777090753
1099,1.7302887314233697
1100,-0.6674433468303034
1101,9.932825554712
1102,-6.39713078156761
1103,-6.701045879517503
1104,1.7730102605641396
1105,-1.0618664274531018
1106,-8.872979941124168
1107,-1.561148306889061
1108,-3.5532788534039144
1109,5.655643002124809
1110,-3.106258852151224
1111,5.2530732443363615
1112,2.298908501050919
1113,-1.0316545602243992
1114,0.1058591429407446
1115,2.1432936981694306
1116,-11.540192568141496
1117,1.6353420378468364
1118,-1.8955980540041932
1119,8.989596831940558
1120,-3.4563447838108114
1121,5.712819600026108
1122,-12.574623122028889
1123,4.073125074921442
1124,1.3805137696163756
1125,-1.2350824544286767
1126,-0.6044465524316824
1127,-1.302802953111756
1128,2.115016047916379
1129,-0.671242823151593
1130,-8.93868854208921
1131,-0.9290542839016435
1132,11.173608688129429
1133,0.23423102429150647
1134,1.4539397323435277
1135,-2.1902725374381173
1136,0.8702723308086429
1137,0.8897277898080534
1138,-1.3060095972825585
1139,4.316316994687074
1140,-4.615389785421647
1141,-0.650976041008378
1142,2.525268761460488
1143,-1.3350208967095734
1144,-6.119398252876223
1145,2.7913210928381864
1146,-4.910804790143345
1147,-2.2365408087668874
1148,-4.140737945941369
1149,-0.553642070205492
1150,-2.146929866065066
1151,-2.37294933539704
1152,3.404894636570257
1153,8.813044507083239
1154,-1.787571070095065
1155,2.6132758704906105
1156,-1.7770674524607077
1157,0.49471123016248125
1158,5.638756724751147
1159,0.25146619513524293
1160,-4.0777367560237305
1161,-3.6496330614381973
1162,-3.083732125305833
1163,-0.06652110653748473
1164,4.290057260455405
1165,-6.7939842055096475
1166,-5.186445846774923
1167,-4.622706057880238
1168,-8.74702710864611
1169,6.6296134174424095
1170,-0.18189321882047293
1171,9.503896598619129
1172,-7.121668375905008
1173,6.470911566295872
1174,-3.508242660819818
1175,-2.0368484258719213
1176,-4.944822285457688
1177,-4.749319297438295
1178,-6.61872705614277
1179,1.0816647881023702
1180,-6.57100516263411
1181,-1.209009326614364
1182,-0.04600772121699846
1183,3.3330534270305523
1184,0.501958611997738
1185,1.6066291673129376
1186,2.572057802831611
1187,-0.08625432629858606
1188,1.8167395928713255
1189,-4.898600957224898
1190,-3.877352173519611
1191,9.487554035696752
1192,-0.05867107188278834
1193,-3.552503373334775
1194,6.899399505354733
1195,-0.7842130525738423
1196,-3.2324551339199696
1197,-7.244957742610225
1198,3.8974593302610576
1199,-5.431504536054459
1200,-2.6951629001001853
1201,3.2204999397146765
1202,0.918167871290603
1203,-0.43213436920904036
1204,-1.0699389078076418
1205,5.729636770671609
1206,11.151370739008396
1207,-2.743804145761927
1208,2.8445204525135797
1209,9.644001526770587
1210,5.395285274753649
1211,-3.434158128891946
1212,-2.153403135369745
1213,-2.9898427125011917
1214,-4.567217048273865
1215,-3.119525763343311
1216,1.3093773947017011
1217,-2.9351450257740193
1218,4.38099931325179
1219,0.6162773178639647
1220,-1.9856284142807095
1221,4.430449601034957
1222,1.594859128602302
1223,1.3243381289288536
1224,5.200192272672401
1225,2.866327242625199
1226,-0.5444923341902133
1227,4.687774214338731
1228,1.5465890110233074
1229,14.586543814365541
1230,5.493442505235599
1231,5.766063106873611
1232,6.454966858142445
1233,0.3991980562814317
1234,6.5644770576486415
1235,0.11678513784828784
1236,-4.155867015927013
1237,-2.8199322920507837
1238,2.639752771662696
1239,-7.805599453293435
1240,1.0417646072712585
1241,-3.641750427236862
1242,3.591081912809267
1243,-3.7308685532867356
1244,9.361516311376633
1245,3.8390906449543136
1246,-6.344294795868999
1247,8.79379675041917
1248,-1.1362625468017233
1249,-3.637380548599005
